text
"Brown's Anatomy of the Muscles, with fine Cuts."
"Pindaris Opera omnia graece, cum versione Carmin. Lyr. N. Sudocii. Oxon. 1697. N.B. This is the best Edition extant."
Syderfin's Reports.
"A Collection of State Tracts, among which are. Truth con∣fest by Papists, Growth of Knavery, Oats's Plot, Trials of S. Colledge and Sir Tho. Gascoigne for High Treason, &c. &c. &c."
Scapulae Lexicon Graec. Lat.
"Aristotelis Opera omnia, Graec. & Lat. 2 Vols. 1695."
Compleat Collection of all the Laws of Virginia.
Hyldersham's 152 Lectures on the 51st Psalm.
Tyrrel's Enquiry into the ancient Constitution of the English Government.
"Boccalini's Advice from Parnassus, revised and corrected by M. Hughes."
ACOSTA's Natural History of the East- and West-Indies.
"Maps for the Greek and Latin Classicks, by Dr. Wells."
Clenardi Grammatica Graeca.
"Latin, French, English, Welsh and High-Dutch Bibles, of various Sorts and Prices."
Pemberton's View of Sir Isaac Newton's Philosophy.
"Lenfant's History of the Council of Constance, 2 Vols."
"Cumberland's Law of Nature, Englished by Maxwell."
England's Morals of the Ancients.
Sprat's History of the Royal Society.
"Clagget's Tracts against Popery, very scarce."
Hatton's Merchants Magazine.
Heereboard's Meletemata Philosophica.
Wendelini Contemplationes Physicae.
"Collection of scarce Pamphlets, about Plots, Popery, &c."
Daillie's Right Use of the Fathers.
Littleton's Dictionary.
"Boerhaave's Chemistry, with a curious Appendix by Dr. Shaw. 2 Vols."
American Library.
"Ciceronis Opera omnia, cum Notis Gruteri & Gronovii, 2 Vols. Typ. Vander Aa."
Barrough's Method of Physic.
"Freinshemii Supplementum Livii. N. B. This completes Livy's History, N. 24."
Corpus omnium Poetarum Latinorum.
"Hodgeson's Mathematicks, 1st Vol. containing Geometry, Trigonometry, Navigation, Projection of the Sphere, Ʋse of the Globes, and Logarithms."
Hatton's Arithmetick.
"Philosophia vetus & nova, Burgundiensis, 2 Vols."
Lord Bacon's Letters and Memoirs.
"Shepherd's Touch-stone of Assurances, and Faithful Counsellor, 2 Vols."
Vossius de Graecis & Latinis Historicis.
"Chirurgie Francoise, par J. Dalechamps, avec plusieurs Figures des Instruments necessaires pour I' Operation manuelle."
Powel's Attorney's Academy.
"Godwin's Roman, Greek and Jewish Antiquities."
"Dictionaire Francois, Espaignolz & Latins."
"Poetical Works of S. Daniel, dedic. to Q. Elizab."
Stillingfleet's Weapon-Salve for the Church's Wound.
Feltham's Resolves.
Culverwell's Light of Nature.
"BISHOP Hopkins's Sermons on Man's Mortality, Danger of little Sins, of abstaining from all Appear∣ance of Evil, &c."
"Ovidii Fasti, Tristia, &c. cum Notis variorum."
"Edward Ward's Miscellaneous Works in Prose and Verse, 3d Vol."
Pagnini Thesaurus Linguae Sanctae.
"Cooke's Marrow of Physic, Surgery and Anatomy, with fine Cuts."
Allestree's Funeral Handkerchief.
"Polybius's History, translated by Sir H.S. Bart. 2 Vols."
"Rollin's Roman History, 3 Vols."
"History of the Heavens, with fine Cuts. By the Author of the Spectacle de la Nature."
"Xenophon's Cyropaedia, translated by Ashly, 2 Vols."
"Rights of the Christian Church, 2 Vols."
Mudge's Sermons.
"Johnson's Sermons on the most important Points of the Christian Religion, 2 Vols."
Lock's Letters concerning Toleration.
"Enquiry into the Nature of the Soul, 2 Vols."
Terracon's Dissertation on Homer's Iliad. 2 Vols.
Richardson's Observations on Homer.
Chandler's Defence of Christianity.
Butler's Analogy.
—Sermons.
Baker's Reflections on Learning.
Burnet's State of the Dead.
"Clarendon's History of the Civil Wars, 6 Vols."
"Life of Sethos, 2 Vols."
"Life of God in the Soul of Man, by Scougall, with the Author's Funeral Sermon. (The best Edition.)"
"Gentleman's Magazine for 1731, 2, 3, 4, and 5."
London Magazine for 1738.
Horneck's Crucified Jesus.
Taylor's Holy Living and Dying.
Blackmore on Consumptions.
Jurieu's History of the Council of Trent.
Floyer on Cold Baths.
Astel's Religion of a Church-of-England-Woman.
Fuller's Medicina Gymnastica.
Brown's Institutions in Physick.
"Hicks's Christian Priesthood, 2 Vols."
King's Enquiry into the Discipline of the primitive Church.
"Burnet's Abridgment of Boyle's Lectures, 4 Vol."
Hoadly on Government.
Hoadly's Reasonableness of Conformity.
—Answer to the Committee.
"Lesly's Finishing Stroke, and Battle Royal between three Cocks of the Game (Hoadly, Higden & Hottentos.)"
"Boulton's Abridgment of Robert Boyle's Theological Works, with the Life of the Author. 3 Vols."
"Bayle on the Comet in 1680, with the Life of the Auth."
"Lock's Reasonableness of Christianity, 2 Vols."
British Apollo.
"Athenian Oracle, 4 Vols. compleat."
"Shakespear's Plays, 1st, 2d and 3d Vol. with fine Cuts."
Dr. Potter's Discourse on Church-Government.
"Paul on Ecclesiastical Benefices and Revenues, with his Life, by Lockman."
Frivall's Characters and Properties of Charity.
"Lock on human Understanding, 2 Vol."
"Alliance betwixt Church and State, containing the Ne∣cessity of established Religion, and Test Laws."
"Lesley's Case stated between the Church of Rome and the Church of England, and the Case further stated."
Dupin's Method of studying Divinity.
"Morgan's Moral Philosopher, 2 Vols."
Brown's Extent of the human Understanding.
"Charron on Wisdom, translated by Stanhope, 3 Vols."
"Rapin's Critical Works, 2 Vols."
"Bp. Parker's History of his own Times, transl. by Newlin."
Puffendorff's Introduction to the History of Europe.
"Father Daniel's History of France, 5 Vols. with the Heads of all the Kings engraven by Vander Gucht."
Hutcheson's Enquiry into the Ideas of Beauty & Virtue.
"Mortimer's Husbandry and Gardening, 2 Vols."
"Seneca's Morals, by Lestrange, with fine Cuts, 12th Edit."
Rawlinson's Method of studying History 2 Vols.
"Cure of Deism, in answer to Tindall and Shaftsbury."
"Bland's Military Discipline, with fine Cuts."
"History of the Revolutions of Spain approved, by Vertot; Englished and illustrated with Notes by W. Morgan."
Abridgment of Etmuller's Practice of Physic.
Strother on Fevers.
Fontaine's Revolutions of Poland from the Foundation of the Monarchy to the Death of Augustus 2d.
Chamberlain's present State of Great-Britain.
L'Estrange's AEsop.
"Banier's Mythology, and Fables of the Ancients."
"Lediard's Life of the Duke of Marlborough, with fine Maps and Cuts. 3 Vols."
Life of Prince Eugene.
"Gordou's Geography, with a Set of new Maps by Mr. Senex."
Malbranche's Treatise of Morality.
Bp. Wilkins's Treatise of Natural Religion.
"Post-Boy robb'd of his Mail, 2 Vols. in one."
"Bp. Atterbury's Sermons, 4 Vols."
Warburton's Divine Legation of Moses.
"Dr. South's Sermons, 6 Vols."
Dr. Sydenham's Works.
"Herrera's History of America, containing its first Discove∣ry, Conquest and Antiquities. With fine Maps, Cuts, &c. 6 Vols."
"Shaftsbury's Characteristicks, with fine Head- and Tail-Pieces engraven by Gribelin, 3 Vols. Best Edition."
"Grecian Antiquities by Dr. Potter, 2 Vols. with fine Cuts."
"Kennet's Roman Antiquities, with fine Cuts."
"Lucas's Enquiry after Happiness, 3 Parts, bound in 2 Vs."
Vertot's Revolutions of the Roman Republick. 2 Vols. with Maps.
Foster's Sermons.
"Tillotson's Sermons, in 8 Volumes, complete."
Dr. Woodward's Natural History of Fossils. 2 Vols. bound in one.
"History of Genghizcan the Great, first Emperor of the Moguls and Tartars."
"Barclay's Truth triumphant, 2 Vols."
Pardon's Arithmetick.
Hill's Arithmetick.
"Ward's Posthumous Works, containing his Navigation, practical and speculative Geometry, Surveying, Trigonometry and Doctrine of the Sphere."
"Martin's Elements, of plain and lineal, spherical and conic Geometry, and Doctrine of Fluxions. All de∣monstrated by Algebra, in a new and easy Method."
"Longinus on the Sublime, translated by Wlliam Smith, with an Account of the Life, Writings & Character of the Author, Whose own Example strengthens all his Laws, And is himself the great Sublime he draws. Pope."
Quincy's Medicina statica.
"De la Vougion's compleat Body of Surgery, with Cuts of the Bandages, Sutures and the necessary Instruments."
"Dionysii Orbis Descriptio, cum tabulis."
"Gibson's Farrier's new Guide, containing the Anatomy of a Horse, Diseases, Signs, Causes, and Method of Cure, with fine Cuts."
Ditton on the Resurrection of Christ.
Dr. Du Veil's Explanation of the Acts of the Apostles.
"Hai Ebn. Yokhdan's's Improvement of Human Reason, translated from the Arabick by Mr. Ockley, with fine Cuts."
"Every Man his own Lawyer, being a Summary of all the Laws of England."
"Authority of a Justice of the Peace, by Mr. Nelson."
Complete Conveyancer.
Screvelii Lexicon Graeco-Latinum.
Boyer's French Dictionary.
Cole's English-Latin Dictionary.
Busby's Greek Grammar in Latin Verse.
Clark on the Being and Attributes of God.
Dr. Cheney's Philosophical Principles of Natural Relig.
Father Simon's Critical History of the Eastern Religion and Customs.
Flynt's 20 Sermons.
T. Burnetti Doctrina de rerum originibus.
"G. Burnet's History of his own Time, containing the History of the Church and State of England, from James. I. to George I. with the Life of the Author. With Maps and fine Heads, by Haubraken. 6 Vols."
"Dr. S. Gravesande's Elements of Natural Philosophy, demonstrated by Experiments, illustrated with Cuts. 2 Vols."
"Dr. Watts's Principles of Astronomy and Geography, with the Ʋse of Maps and Globes."
"Goodman's Winter-Evening Conference, 3 Parts, compl."
"Pierson's Case of Tythes, with an Appendix, containing a Defence of some other Principles of the Quakers."
"Guillim's Heraldry abridged by Kent, 2 Vols. with Cuts."
Commercium Epistolicum de Analisi promota.
"Dissertation on Parties, from the Craftsman, dedicated to Sir R. Walpole."
Dr. Jenkins's Reasonableness and Certainty of the Christian Religion. 6th Edit. 2 Vols.
Dr. Watts's Philosophical Essays.
"Lesley's short and easy Method with the Deists and Jews, and the Truth of Christianity demonstrated."
"Bradley's new Improvements in Planting and Garden∣ing. 6th Edit. With an Appendix containing the Hereford∣shire Orchard with fine Cuts, &c."
"Miller's Gardener's Calendar, ••st Edition."
"Dr. S Cla••'s Exposition of the Church-Catechism, with his 3 practical Discourses on Baptism, Confirmation and Repentance."
"St. Bernard's, Ignatius's, Clement's and Polycarpus's Epistles; the Shepherd of Hermas, the Martyrdom of Ignatius and Polycarp. Published by D. Wake, late Arch-Bp. of Canterbury. 4th Edition."
"Puffendorff's Laws of Nature and Nations, abridged by W. Spavan, with Barbeyrac's Notes. 2 Vols."
"Natural History of English and other Singing-Birds, with the true Cuts of the Cock, Hen and Egg of each Species, by Mr. Albin."
"Thompson's Seasons, Liberty, and other Works, with fine Cuts, 2 Vols."
Sir Wm. Temple's Introduction to the History of Engl.
— Letters and Embassy to the Hague.
Rollin's Method of teaching and studying the Belles Lettres. 4 Vols.
"Beverly's History of Virginia, with Cuts."
"Sturmy's Architecture, Staticks, Mechanicks, Opticks, Catoptricks, Dioptricks and Astronomy."
Dr. S. Clark's Demonstration of Sir Isaac Newton's Philosophy.
"Wm. King's Miscellanies in Prose and Verse, containing an Account of Denmark, Journey to London, the Furmetary, Dialogues of the Dead, &c. &c."
"Dr. Rust's 2 Treatises of the Pre-existence of Souls, and a Discourse of Truth."
"Oldfield's Improvement of Reason, of Learning and Conduct of Life."
"Second Thoughts concerning human Soul, demonstrat∣ing the Soul, as believed to be a spiritual immortal Substance, united to a human Body, to be a heathenish Invention, and of bad Consequence."
"Oldmixon's British Empire in America, with Maps by H. Moll. 2 Vols."
"Present State of all Nations, Vol. 28, 29, 30 and 31; being the present State of all America. By Mr. Salmon. With Maps, &c. London 1738."
"Lives of all the Lords Chancellors, Commissioners, and Keepers of the Great Seal, from William the Con∣queror to the present Time."
"Whitelock's Ecclesiastical and Civil Essays. (N. B. This Author was Oliver's Embassador to Christina, Queen of Sweden."
"Gassendi Astronomia, cum Figuris."
"M. Paschal's Moral and divine thoughts, with the Life of the Author."
Dr. Sherlock's Practical Discourse of Relig. Assemblies.
Snell's Italian Method of Book-keeping.
"Dr. J. Echard's Grounds of the Contempt of the Clergy, and other Works. 11th Edit."
Antoninus's Meditations.
"Gill's Cause of God's Truth, being an Examination of the Passages of Scripture made Ʋse of by the Arminians for the Maintainance of their Doctrines. 4 Vols."
Gill's Explanation of the Prophecies concerning the Messiah.
The Conveyancer's Assistant and Director.
"Treatise of Frauds, Covins and Collusions."
Law of Corporations.
Law of trials.
Compleat Attorney and Sollicitor.
Laws of England concerning Juries.
Heath's Maxims and Rules of Pleading.
Treatise concerning Trespasses vi & armis.
Law of Ejectments.
Instructor Clericalis. 6 Vols.
The New Testament in Swedish.
Ovidii Opera omnia. 3 Tom. cum Notis Variorum.
Virgilius. cum Notis Variorum.
Q. Curtius. cum Notis Variorum.
Justinus. cum Notis Variorum.
Plinii Epistolae. cum Notis Variorum.
"Plautus, 2 Tom. cum Notis Variorum."
"Tacitus, 2 Tom. cum Notis Variorum."
Hugo Grotius de Jure Belli & Pacis. cum Notis Variorum.
Eutropius. in usum Del∣phini.
Virgilius. in usum Del∣phini.
Fabulae Phoedri. in usum Del∣phini.
Q. Curtius. in usum Del∣phini.
Cornelius Nepos. in usum Del∣phini.
Cic. Orat. sel. in usum Del∣phini.
Jul. Caesar. in usum Del∣phini.
Juvenalis. in usum Del∣phini.
Terentius. in usum Del∣phini.
Martial. Epig. in usum Del∣phini.
"Quintiliani Institutiones Oratoriae, & Declamat."
"Institution de la Religion Chrestienne, en 4 Livres, par Jean Calvin."
Wallis's Institutio Logica.
"Bible bound in 2 Vols. for a Gentlem. Library, contain∣ing the 2 Testaments, Apocrypha, Common Prayer, Concord. and the new Version of the Psalms."
"Greek Bible, imperfect."
Greek Apocrypha.
Greek N. Testament.
Janua Linguarum Trilinguis.
"Grammatica Latina, per Prat."
"Euripides, per Pierce."
"Buxtorffii Lexicon Hebraicum, Caldaicum & Latinum, Editio optima."
Busbii Grammatica Graeca.
Maier•ius de Morbis internis.
Renodaei Pharmacopia.
"Catalogus Plantarum in Horto publico Lugdun. per Hermannum, cum fig. elegantissimis."
Harvey on Fevers.
Erasmi Apophthegmata.
— Colloquia.
"PHarmacopia Hagi•nsis, cui accedit Ars componen•• Medicamenta, per •revotte."
"Clavis Philosophiae Moralis, sive Commentarius in Aristotelis Nicomacheia."
Platonis Dialogi de rebus Civinis.
"Pla•ti Comediae, per Lambinum."
Vitarum Plutarchi Epitome.
Zevecotii Poemata.
"Sententiae Ciceronis, Demosthenis & Terentii, quibus accederunt Apophthegmata quaedam pia."
"Piety promoted, 3 Parts in one Vol."
"E. Ward's Hist. of the Reformation, in Hudibrastic Verse. (Done by a Romish Priest.)"
Ludwig's Grammar for a German to learn English.
"The Antient History of the Aegyptians, Carthaginians, Assyrians, Babylonians, Medes and Persians, Macedo∣nians and Grecians, by Mr. Rollin. With Maps. 10 Vols."
"Bibliotheque Britannique, ou Histoire des Ouvrages des Savans de la Grande Bretagne. 11 Tom."
Homer's Iliad. By. A. Hope. 6 Vols.
— Odyssey. 5 Vols.
"A. Pope's Miscellaneous Works, containing his Poems, Dunciad, Letters, &c."
"— Letters, in 3 Vols. may be had separate."
"— New Dunciad, 1 Vols. may be also had separate."
"Shakespear's Plays, 3 Vols. compleat."
Rollin's Method of teaching and studying the Belles Lettres. 4 Vols.
"The Independent Whig, 3 Vols. ditto 2 odd Vols. 1, 2."
"Guardians, 2 Vols. and 1st Vol, odd."
"Dryden's Virgil, 3 Vols."
"Spectators, 8 Vols."
"Tatlers, 4 Vols."
"Don Quixote, translated by Motteux, with Cuts, 4 Vols."
"Shaftsbury's Characteristics of Men, Manners, Opi∣nions, Times, &c. 3 Vols."
Bossu's Treatise of the Epic Poem. 2 Vols.
Common Sense. 2 Vols.
"Oldham's Works in Prose and Verse, 2 Vols."
"Defoe's Family Instructor, 2 Vols."
"Justin's History, Englished by T. Brown."
"Life of des Cartes, with the History of his Works."
"Count Zinzendorff's 16 Sermons, preached at Berlin."
Voltaire's History of Charles XII. of Sweden.
Clark's Essay on Education.
"The Intelligencer, by Dr. Swift."
Breval's History of the House of Nassau.
Grotius on the Truth of Chr. Relig. transl. by Dr. Patrick.
Hutcheson on the Passions.
"Serious Proposal to the Ladies, 2 Parts in one Vol."
Butler's Hudibras.
"— Posthum. Works, 3 Vols."
"Tales of the Fairies, by the Countess d'Anois."
"Common Prayer, long Line Oxford Edition, most exquisitely bound in Morocco, and gilt."
"A small Pocket Bible, curiously printed and well bound."
"Tate and Brady's,"
"Scotch Presbyterian, and"
"Watts's Psalms, and Watts's Hymns."
Edward's Discourses on various important Subjects nearly concerning the Soul's Salvation.
Fowler's Design of Christianity.
"The Necessity of holding fast the Truth, in 3 Sermons. by Gilbert Tennent, M. A."
"The unsearchable Riches of Christ, by J. Durham."
"An Alarm to the Unconverted, by J. Allein."
"The truly blessed Man, by S. Willard."
"Submission to the Righteousness of God, by B. Jenks."
English Liberties or the free-born Subjects Inheritance.
Memoirs of the Life and Death of Mrs. Jane Turell.
A Cordial for Christians.
"Some Thoughts concerning the Revival of Religion in New-England, by J. Edwards."
"The Anarchy of the Ranter•, by R. Barclay."
A Treatise concerning Baptism and the Lord's Supper.
A Journal of the Life of Tho. Wilson.
A Narrative of the Life of Thom. Barcroft.
"The Mystical Marriage, by F. R•us."
Penn's Maxims.
The Apocrypha.
Downam's Pocket Concordance for the Bible.
"The Republick of Letters in a Vision, by Saavedra."
"Remarks on the Religion, Trade, Government, Policy, Customs, Manners & Maladies of the City of Cork, by Alexander the Copper-smith."
Schickardi Consilium quomodo Lingua Hebraea suffi∣cienter apprehendatur 24 horarum spatio.
Buxtorffii Thesaurus Grammaticus Linguae Hebraeae.
"G. Buchanani Poemata, 3 Partes."
Terentius.
A compendious Dictionary of fabulous History.
The Oxford Grammar.
Cocker's Arithm.
"A Relation of the Death of the primitive Persecutors, by Dr. G. Burnet."
The Earl of Castlemain's Manifesto.
Dr. Bray on the Church Catechism.
A Gentleman instructed.
The whole Duty of Man.
Buxtorffii Hebraeae Grammatices.
"Methodica Institutio Linguae Sanctae, per V. Bythner."
Dr. Harvey's Family Physician.
Julian the Apostate.
Dr. Patrick's Advice to a Friend.
Officina propria omnium Sanctorum.
"Nov. Testamentum Graecum, pars posterior."
Daily Practice of Devotion.
World in Miniature. 2 Vols.
John Gulliver's Travels.
Lemuel Gulliver's Travels.
Law's serious Call to a devout and holy Life.
— Christian Perfection.
"A Summary of Devotion, by Bp. Laud."
Webster's Arithmetick. Fistrer's ditto.
Quarles's Emblems.
The Pantheon.
A Description of 300 Animals with a Supplement con∣taining nearly as many more. 2 Vols.
Hawney's Measurer.
Henry on Prayer.
"the Church Homilies, compleat."
Foster's Vindication of Quakers Baptism.
The Angler's Vade mecum.
The Art of Cock-fighting display'd.
Watts's Discourses of the Love of God.
— on the Passions.
"Ovid's Metamorphosis, with Cuts, by Sewel. 2 Vols."
Explanation of David's Pfalms.
Hale's Enquiry into the Nature of Witchcraft.
Strength and Weakness of human Reason.
"Flagellum, or, the Life and Death of Oliv. Cromwell."
Law of Conditions and Obligations.
Law Terms explained.
Townsend's Preparative to Pleading.
Hughe's Abridgment of the Statutes of Ch. 1 & 2.
Orders of Chancery and Exchequer.
Shepherd's Office of a Justice.
Brown's Advice to Justices.
Office and Duty of Executors.
Clark's Tutor in Chancery.
"Landlord and Tenant's Law, 6th Edition."
"Law of Conveyances, by Hearnes."
Greenwood's Office of Sheriffs and Coroners.
The Young Lawyer's Recreation.
〈◊〉 Compendium of the Laws of England.
〈◊〉 Actions for Slander.
〈◊〉 Queries for Moots.
"Zozimi Historia nova, cum Notis variorum."
Enchiridion Ethicum 〈◊〉 Moore.
Grotius de Veritate Religionis Christianae.
Poetae minores Graeci
Winchester Phrases.
"Sonnets Chrestiens, par M. Brelincourt."
Tacitus.
"Aristotel. Rhetorica, Gr. & Lat."
Aristotelis Problemata.
"Isocratis Orationes & Epistolae, Gr. & Lat."
Virgilius.
Gliss. Anat. Hepatis.
"Geographie par M. Robbe, 2 Tom. avec Tables."
Gradus ad Parnassum.
"Senecae Tragediae, cum Notis Farnabii."
Miltonis Ars Logica.
"Valerius Maximus, cum Notis Minellii."
